department,job_title,salary,nb_months
ECC - Sch of Civil/Constr Engr,Faculty Research Assistant,88152,12
CLA - Sch of Arts & Comm,Advisor-Academic,46800,12
VCS - Vet Clinical Sciences,Assistant Professor (Clinical),114996,12
ECB - Sch of Chem/Bio/Envr Eng,Assistant Professor,102636,9
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,43656,12
LCB - Acad Prog / Student Aff,Senior Instructor I,91503,9
BUS - College of Business Dept,Professor,233181,9
MSI - Orange Media Network,Journalism Adviser,55008,12
ESE - Sch Elect Engr/Comp Sci,Professor,195246,9
"OAS - Earth, Ocean & Atmo Sci",Faculty Research Assistant,67980,12
MRS - Recreational Sports,Coord-Rec Ops & Membership,50508,12
ACS - Crop and Soil Science,Assistant Professor,81639,9
YIA - Intercolleg Athletics,Asst Trainer-Athletic Camps,51996,12
SST - Statistics (Science),Senior Instructor I,54738,9
HHS - EXT 4-H YouthDev OffCmps,4-H Youth Dev Educator,57192,12
XUS - OSU Global Opportunities,International Program Coord,46008,12
AFW - Fisheries and Wildlife,Senior Instructor I,73668,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,41604,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,41616,12
TEX - Ext/Exp S Communications,Publishing Manager,60168,12
ACS - Crop and Soil Science,Instructor,63600,12
YIA - Intercolleg Athletics,Coord-Compliance,37368,12
DLB - Library,Spec-Library Communications,69588,12
AHT - Horticulture,Assistant Professor,79065,9
ACS - Crop and Soil Science,Faculty Research Assistant,45564,12
PHR - Pharmacy Professnl Instr,Clinical Pharmacy Specialist,131136,12
FOR - College Forests,"Mgr-Inv, GIS & Reforestation",61080,12
RDR - CIMRS (Inst/Marine Res),Senior Faculty Research AsstII,74964,12
MHD - Univ Housing and Dining,Associate Dir-Residential Ed,77604,12
INT - INTO OSU Program,Instructor (ESL),49620,12
MSA - Dean of Students,Associate Dean- Student Life,103740,12
MSA - Student Conduct,Asst Director of Operations,67980,12
PHR - Pharmacy Professnl Instr,Associate Professor,122340,12
PHR - Pharmacy Professnl Instr,Instructor,107748,12
SCH - Chemistry,Senior Faculty Research AsstII,76212,12
AEU - Eastern Ore Univ Ag Prg,Assistant Professor,82548,9
PHR - Pharmacy Professnl Instr,Administrator 3-Pharmacy,124452,12
FOR - Forest Eng/Resourcs/Mgmt,Senior Faculty Research Asst I,54060,12
VDL - Vet Diagnostic Lab,Business Operations Supervisor,51e3,12
LCB - Community Relatns/Admin,Assist Dir/Conf Svcs & Events,63432,12
GRD - Graduate School Admin,ViceProvost-Dean Grad School,222e3,12
MUN - Memorial Union,Director-MU,110748,12
FOR - Forest Ecosyst & Society,Water Collaboratory Manager,82452,12
VBS - Vet Biomedical Science,Associate Professor (Sr Res),142272,12
"OAS - Earth, Ocean & Atmo Sci",Professor,203028,12
VCS - Vet Clinical Sciences,Faculty Research Assistant,53316,12
HHS - EXT Fam/CommHlth OnCmps,Faculty Research Assistant,48576,12
AED - General Agriculture,Academic Lead Advisor,59004,12
QFA - Human Res BC Ops - UABC,Human Resources Consultant 1,49728,12
XPV - Provost / Exec Vice Pres,Administrator of Operations,71508,12
RDR - Linus Pauling Institute,R&D Lab Manager,80004,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,47832,12
AEU - Eastern Ore Univ Ag Prg,Senior Instructor I,70713,9
SMB - Microbiology (Science),Associate Professor,94176,9
PHR - Pharmacy Professnl Instr,Research Associate,53508,12
FOR - Forest Ecosyst & Society,Senior Faculty Research Asst I,82536,12
MSH - Student Health Services,Asoc.Dir-Medical Services,187608,12
QCP - Capital Planning & Devlp,Space Analyst,65004,12
VDL - Vet Diagnostic Lab,Diagnostic Lab Supervisor,88524,12
FOR - Forest Ecosyst & Society,Assistant Professor,85455,9
PHR - Pharmacy Professnl Instr,Associate Professor,138264,12
***Change to 104000 eff 7/1/19,Instruct Design Specialist,65004,12
RIP - VP for Research,Co Dir-OSU Venture Accelerator,130824,12
ABP - Ag Botany / Plant Path,Professor,139308,12
***Change to 104000 eff 7/1/19,Instruction Design Specialist,6e4,12
XEM - Financial Aid,Financial Aid Advisor,40992,12
TEE - Out & Engage Open Campus,Education Coordinator,55320,12
MHD - Univ Housing and Dining,Residential Director-1,35508,12
BUS - College of Business Dept,Assistant Professor,137007,9
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research Asst I,60576,12
BUS - College of Business Dept,Assistant Professor,133713,9
TEX - Ext/Exp S Communications,O&E/Ext Marketing Manager,78564,12
BUS - College of Business Dept,Assistant Professor,147627,9
AFW - Fisheries and Wildlife,Research Associate (Post Doc),59004,12
NPM - Printing & Mailing Svcs,Client Relations Coordinator,56004,12
SMT - Mathematics,Office Manager,53532,12
AIP - Integrtd Plant Prot (Ag),Associate Professor (Practice),77508,12
FOR - Forestry & Natrl Res Ext,Mgr-Cont & Prof Edu Program,57216,12
ABE - Biol & Ecol Engineering,Professor,139812,12
FOR - Wood Science / Engr,Sabbatical,132024,12
CLA - Sch of Hist Phil & Rel,Associate Professor,87489,9
KED - College of Education,Assistant Professor (Clinical),66936,12
HHS - Public Hlth/HumanSci Adm,Dir-Ctr for Health Innovation,130008,12
LCB - Acad Prog / Student Aff,Instructor,66264,12
AHT - Horticulture,Professor-Endowed,128892,12
SCH - Chemistry,Senior Instructor II,81864,12
ACS - Crop and Soil Science,Professor,152472,12
"OAS - Earth, Ocean & Atmo Sci",Professor,132720,12
ANW - North Willamette Exp Sta,Assistant Professor,77598,9
SCH - Chemistry,Senior Instructor II,90468,12
HHS - EXT 4-H YouthDev OffCmps,Associate Professor,94776,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,40572,12
AHT - Horticulture,Faculty Research Assistant,44004,12
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research AsstII,96744,12
FOR - Wood Science / Engr,Endowed Chair-Richardson,184164,12
ABP - Ag Botany / Plant Path,Assistant Professor (Sr Res),77904,12
MSA - Acad Svcs Stdnt Athletes,Administrator 3 Acad Pgrm,80652,12
MHD - Dining Centers,Asst Dir-Dining,91296,12
"OAS - Earth, Ocean & Atmo Sci",Professor,135840,12
QBC - Univ Admin Business Ctr,Finance Coordinator,68004,12
QBA - Business Affairs,Mgr-Payroll,100452,12
ECB - Sch of Chem/Bio/Envr Eng,Associate Professor,117576,9
ESE - Sch Elect Engr/Comp Sci,Associate Professor,134460,9
ECB - Sch of Chem/Bio/Envr Eng,Assistant Professor,98478,9
MSA - Student Conduct,Coord-StuConduct&CommunityStds,50004,12
XUS - Acad Progms & Assessment,Curriculum Coordinator,57e3,12
GRD - Graduate School Admin,Graduate Program Analyst,82740,12
***Change to 104000 eff 7/1/19,Instruction Design Specialist,61008,12
ESE - Sch Elect Engr/Comp Sci,Assistant Professor,109260,9
QFS - Facilities Ops & Maint,Administrative Manager,74424,12
NCS - News&Research Communctns,News Editor,82008,12
QFA - Human Res BC Ops - ASBC,Human Resources Consultant 2,56652,12
FOR - Forest Ecosyst & Society,Professor,160224,12
MGV - ASOSU,Coord-ASOSU SafeRide,50880,12
"OAS - Earth, Ocean & Atmo Sci",Faculty Research Assistant,70836,12
"OAS - Earth, Ocean & Atmo Sci",Exp Learning&Academic Advisor,51e3,12
MSA - Writing Center,Graduate Writing Center Coord.,57300,12
MHD - Univ Housing and Dining,Asst.Dir-Security Access,96360,12
PHR - Pharmacy Professnl Instr,Assistant Director,72816,12
YIA - Intercolleg Athletics,Trainer-Athletic Camps,51996,12
MSA - Academic Achievement,AssocProvStuAff-AcadAchievemnt,167004,12
AFW - Fisheries and Wildlife,Senior Faculty Research AsstII,83916,12
CLA - School of Public Policy,Senior Instructor I,88596,9
FOR - Forest Ecosyst & Society,Endowed Chair-Ruth H. Spaniol,172512,12
AHT - Horticulture,Instructor,49428,12
"OAS - Earth, Ocean & Atmo Sci",Instructor,75888,12
LCH - Housing & Dining Srvcs,Sous Chef,46008,12
EMM - Sch of Mech/Ind/Mfg Engr,Professor,151965,9
EMM - Sch of Mech/Ind/Mfg Engr,School Head,269412,12
LCB - Community Relatns/Admin,Talent Acquisition Consultant,64140,12
BUS - College of Business Dept,Dir-Student Engagement,129036,12
BUS - College of Business Dept,Prg Mgr-Student Engagement,55620,12
QCP - Capital Planning & Devlp,Dir-Leasing Strtg Rl Prop Mgmt,119076,12
JIS - Info Svcs Central Admin,Director of IT Security Op,122160,12
HHS - Sch of Bio/Pop Hlth Sci,Assistant Professor,81738,9
FOR - College of Forestry Adm,Asst Dir-Marketing/Comm,62976,12
AST - Statistics (Ag),Senior Faculty Research Ass II,57444,12
XMS - Marine Studies Initiatv,Admin Assistant - MSI,48024,12
EMM - Sch of Mech/Ind/Mfg Engr,Assistant Professor,92007,9
KED - College of Education,Professor,126888,12
ESE - Sch Elect Engr/Comp Sci,Professor,151785,9
RDR - Ctr for the Humanities,Associate Professor,79434,9
DLB - Library,Associate Professor,76284,12
XEM - Pre-College Programs,Coordinator Student program,46404,12
YIA - Intercolleg Athletics,Asst Coach- Strength/Condition,37008,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,42648,12
QBC - Aux & Activ Business Ctr,Mgr-Finance & Accounting,100800,12
DLB - Library,University Archivist,75360,12
EMM - Sch of Mech/Ind/Mfg Engr,Assistant Professor,98091,9
ANW - North Willamette Exp Sta,Research Associate (Post Doc),47484,12
HHS - Public Hlth/HumanSci Adm,Professor,166977,9
RDR - CIMRS (Inst/Marine Res),Senior Faculty Research AsstII,70548,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,40596,12
MSA - Educ Opportunities Progm,Director-EOP,107100,12
LCB - Acad Prog / Student Aff,Financial Aid & Veterans Coord,40212,12
HHS - EXT 4-H YouthDev OffCmps,4-H Program Coordinator,47652,12
AFW - Fisheries and Wildlife,Professor,157644,12
PHR - Pharmacy Professnl Instr,Senior Faculty Research Asst I,78072,12
UPR - Equal Opportunity&Access,Coord-Equal Opportunity,55008,12
ESE - Sch Elect Engr/Comp Sci,Software Dev. Engineer,6e4,12
"CLA - Sch Lang, Culture & Soc",Senior Instructor I,51570,9
"OAS - Earth, Ocean & Atmo Sci",Professor (Sr Res),232008,12
ACS - Crop and Soil Science,Professor,131808,12
AHT - Horticulture,Associate Professor,101808,12
AHT - Horticulture,Faculty Research Assistant,39900,12
"OAS - Earth, Ocean & Atmo Sci",Professor,137304,12
TEX - Ext No Willamette Co Off,Small Farms Coordinator,58872,12
HHS - Sch of Bio/Pop Hlth Sci,Associate Professor,90351,9
MSA - Academic Success Center,Outreach & Education Coord.,48936,12
MGV - ASOSU,Student Governance Coordinator,50400,12
MRS - Recreational Sports,Sr Asst Dir ALI,80472,12
VBS - Vet Biomedical Science,Faculty Research Assistant,43260,12
MSA - Career Development Ctr,Job and Internship Developer,52788,12
MHD - Univ Housing and Dining,Residential Area Director,54084,12
SZO - Integrative Biology,Associate Professor,96201,9
BUS - College of Business Dept,Director-AFBP,149184,12
XPV - Faculty Senate,Special Asst to Faculty Senate,64236,12
QFA - Human Res BC Ops - UABC,Human Resources Consultant 1,42720,12
SBB - Biochem / Biophysics,Assistant Professor,78705,9
QFA - Human Resources-Central,HR Officer,55296,12
AEB - EOARC - Burns Exp Sta,Foreman-Ranch,56652,12
KED - College of Education,Coord-Beaverton Schools Prog,66432,12
SCH - Chemistry,Professor,138465,9
BUS - College of Business Dept,Assistant Professor,174573,9
FOR - Forestry & Natrl Res Ext,Coord-Oregon Master Nat Prog,63984,12
QFA - Human Res BC Ops - AMBC,Human Resources Consultant 2,58320,12
ABP - Ag Botany / Plant Path,Associate Professor,104964,12
ESE - Sch Elect Engr/Comp Sci,Academic Advisor,52536,12
ASC - Animal & Rnglnd Sciences,Assistant Professor,82953,9
RDR - Ctr Lifelong STEM Learng,Senior Researcher,63168,12
ATX - Enviro / Molecular Toxic,Faculty Research Assistant,42240,12
CLA - School of Public Policy,Advisor-Academic,45e3,12
QFA - Sr Assoc VP Fin & Admin,Senior Assoc VP Administration,255e3,12
LCB - Acad Prog / Student Aff,Faculty Research Assistant,30900,12
XEM - Admissions,Regional Admissions Advisor,63408,12
SZO - Integrative Biology,Advisor-Academic,48816,12
BUS - College of Business Dept,Consultant - Academic Advisor,49440,12
NIA - University Marketing,Assist Vice President-URM,137700,12
AAR - Applied Economics,Faculty Research Assistant,55560,12
CLA - Sch of Arts & Comm,Head Academic Advisor,61656,12
TEX - Ext Lincoln Co Office,Administrator Office Manager,59364,12
ECC - Sch of Civil/Constr Engr,Associate Professor,123624,9
QCP - Capital Planning & Devlp,Real Property and Leasing Mgr,82860,12
QFS - Facilities Ops & Maint,Supv- Maintenance,71868,12
EMM - Sch of Mech/Ind/Mfg Engr,Assistant to the School Head,53052,12
HHS - Sch of Bio/Pop Hlth Sci,Faculty Research Assistant,53712,12
ECB - Sch of Chem/Bio/Envr Eng,Faculty Research Assistant,65580,12
CLA - Sch of Wrtg Lit & Film,Associate Professor,78642,9
"OAS - Earth, Ocean & Atmo Sci",Specialist 2-IT Systems,53508,12
PHR - Pharmacy Professnl Instr,Instructor,105e3,12
PHR - Pharmacy Professnl Instr,Professor,185568,12
ASF - COMES - Newport Exp Sta,Associate Professor,109200,12
KED - College of Education,Senior Instructor I,72876,12
KED - College of Education,Senior Instructor I,76356,12
MSA - TRiO/Student Supprt Svcs,Acad Counselor-Tutor Coord,47244,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,39564,12
JIS - Client Services,Coord-Software Licensing,55980,12
AFM - Corvallis Farm Unit,Mgr-Farm Operations,45e3,12
RDR - Ctr Excellnce Genome Res,Senior Faculty Research Asst I,75300,12
"OAS - Earth, Ocean & Atmo Sci",Assistant Professor,85776,12
TOS - Outdoor School,ODS Curr Prof Dev Coord,58500,12
RIP - Radiation Center,Supervisor-Nuclear Reactor,64356,12
AGD - Ag Sci Computer Services,Specialist-Network Support,70860,12
TEE - Out & Engage Open Campus,OSU Open Campus Manager,73440,12
RMS - Hatfield Marine Sci Ctr,Assistant Professor (Sr Res),65004,12
JIS - Info Svcs Central Admin,Govn Risk & Compliance Mgr,100008,12
VBS - Vet Biomedical Science,Associate Professor (Clinical),128016,12
YIA - Intercolleg Athletics,Asst Trainer-Athletic Camps,51996,12
CLA - Sch of Hist Phil & Rel,Professor,99162,9
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,42636,12
XEM - Office of the Registrar,Operations Manager,56652,12
LCB - Acad Prog / Student Aff,Assistant Professor,75465,9
XEM - Admissions,Admissions Advisor,36060,12
CLA - School of Public Policy,Associate Professor,79452,9
CLA - Sch of Wrtg Lit & Film,Professor,103536,9
AFS - Food Science and Techno,Associate Professor,110964,12
XUS - Academic Success &Engage,Associate Professor,84411,9
SMT - Mathematics,Professor,112554,9
CLA - Sch of Hist Phil & Rel,Assistant Professor,66249,9
JIS - Academic Technologies,FMC Program Manager,70200,12
PHR - Pharmacy Professnl Instr,Director-Assessment/Fac Dev,109548,12
SPH - Physics,Professor,105570,9
UPR - Equal Opportunity&Access,Executive Assistant,69276,12
"UPR - Audit, Risk & Compliance",Deputy Chief AuditRisk&Comp,15e4,12
RIP - VP for Research,Assoc VP,211380,12
EMM - Sch of Mech/Ind/Mfg Engr,Professor,148419,9
FOR - Forest Ecosyst & Society,Senior Faculty Research AsstII,72612,12
QCP - Capital Planning & Devlp,Campus Planner,48864,12
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research AsstII,75732,12
FOR - Forest Ecosyst & Society,Research Associate (Post Doc),52008,12
AMM - Marine Mammal Institute,Associate Professor (Sr Res),109020,12
KED - College of Education,Instructor,6e4,12
LCB - Acad Prog / Student Aff,Assoc Director/Enrollment Svcs,63960,12
ENS - Sch Nuclear Sci & Engr,Associate Professor,117648,9
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,46824,12
ENS - Sch Nuclear Sci & Engr,Assoc Dean-Faculty Advancement,239568,12
AHT - Horticulture,Research Associate,50196,12
ABP - Ag Botany / Plant Path,Faculty Research Assistant,46908,12
VTH - Vet Teaching Hospital,Coord-VMD Patient Svcs SAH,71424,12
INT - INTO OSU Program,Dir-Int Admissions and Acad,95148,12
AFW - Fisheries and Wildlife,Senior Instructor I,65904,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,51996,12
JIS - Info Svcs Central Admin,Instructional Innovations PJM,93036,12
ESE - Sch Elect Engr/Comp Sci,Assistant Professor,100170,9
DLB - Library,Science Librarian,56508,12
ASF - COMES - Astoria,Professor,135624,12
ECC - Sch of Civil/Constr Engr,Assistant Professor,94392,9
FOR - College of Forestry Adm,Research Program Administrator,84888,12
AFS - Food Science and Techno,Assistant Professor,77913,9
ACS - Crop and Soil Science,Professor (Sr Res),128520,12
QFA - Human Res BC Ops - AMBC,Human Resources Consultant 2,69768,12
VCS - Vet Clinical Sciences,Associate Professor,149544,12
YIA - Intercolleg Athletics,Coord-Broadcast,112668,12
ASC - Animal & Rnglnd Sciences,Instructor,59352,12
ECC - Sch of Civil/Constr Engr,Associate Professor,109188,9
EMM - Sch of Mech/Ind/Mfg Engr,Assistant Professor,95670,9
CLA - Sch of Wrtg Lit & Film,Associate Professor,78507,9
VBS - Vet Biomedical Science,Associate Professor,118242,9
SCH - Chemistry,Senior Instructor II,87264,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,42648,12
MHD - Univ Housing and Dining,Director,134016,12
BUS - College of Business Dept,Assistant Professor,147627,9
KED - College of Education,Instructor,59760,12
EMM - Sch of Mech/Ind/Mfg Engr,Professor,154053,9
QRS - Enterprise Risk Services,Laboratory Safety Officer,65352,12
EMM - Sch of Mech/Ind/Mfg Engr,Advisor-Academic,65532,12
ENS - Sch Nuclear Sci & Engr,Professor,130914,9
HHS - Sch of Bio/Pop Hlth Sci,Associate Professor,87093,9
"OAS - Earth, Ocean & Atmo Sci",Research Associate (Post Doc),59340,12
MUN - Memorial Union,Digital Marketing Coordinator,50988,12
MHD - Dining Centers,Dining Operations Manager,54288,12
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research Asst I,63228,12
QBC - Aux & Activ Business Ctr,Finance Coordinator,68136,12
HHS - EXT Fam/CommHlth OnCmps,Coord-SNAP-Ed Prog Evaluation,49008,12
UPR - Ombuds Office,Faculty Ombuds,87456,12
AFW - Fisheries and Wildlife,Faculty Research Assistant,48e3,12
VTH - Vet Teaching Hospital,Mgr-Farm,39816,12
CLA - Art Department,Associate Professor,82773,9
EMM - Sch of Mech/Ind/Mfg Engr,Professor,137952,9
AFS - Food Science and Techno,Associate Professor,108264,12
ATX - Enviro / Molecular Toxic,Senior Faculty Research Asst I,56232,12
UPR - Office of the President,Assistant General Counsel,141552,12
LCB - Community Relatns/Admin,Construction Project Manager,95004,12
MSA - Coll Assistnc Migrnt Prg,HEP Teacher,59760,12
ABP - Ag Botany / Plant Path,Senior Faculty Research AsstII,93156,12
FOR - Forest Ecosyst & Society,Faculty Research Assistant,48e3,12
ATX - Enviro / Molecular Toxic,Pesticide Safety Trainer,51e3,12
***Change to 104000 eff 7/1/19,Director-Student Success,94308,12
SBB - Biochem / Biophysics,Associate Professor,90387,9
